CHR	CHUNK	TSNP	FROM	TO
3	224	156278306	156278045	157059319
3	225	157059331	157059331	157760078
3	226	157760461	157760387	158526223
3	227	158527448	158526235	159223532
3	228	159223910	159223623	159884638
3	229	159884933	159884645	160661862
3	230	160662170	160661918	161399684
3	231	161399764	161399701	162050607
3	232	162051700	162050619	162731496
3	233	162731564	162731564	163451235
3	234	163451237	163451237	164136731
3	235	164137060	164136740	164846296
3	236	164847915	164846303	165563050
3	237	165563328	165563196	166210412
3	238	166213202	166210476	166911333
3	239	166911855	166911355	167643594
3	240	167644475	167643606	168377928
3	241	168378237	168377953	169135493
3	242	169135759	169135664	169863496
3	243	169864096	169863667	170582101
3	244	170582323	170582166	171293322
3	245	171294189	171293341	172000019
3	246	172000113	172000020	172683454
3	247	172683624	172683459	173420370
3	248	173420385	173420385	174158923
3	249	174159270	174158956	174817754
3	250	174818156	174817763	175428143
3	251	175428373	175428169	176101123
3	252	176101452	176101392	176785374
3	253	176785767	176785403	177468448
3	254	177468615	177468615	178203121
3	255	178203887	178203136	178944663
3	256	178945002	178944727	179681331
3	257	179681485	179681341	180425324
3	258	180425676	180425664	181314027
3	259	181314544	181314294	182140088
3	260	182140747	182140108	182907238
3	261	182907402	182907322	183601605
3	262	183601715	183601715	184296740
3	263	184297129	184296745	185032970
3	264	185034364	185033071	185848833
3	265	185848881	185848881	186500325
3	266	186500600	186500396	187154913
3	267	187155392	187154989	187799737
3	268	187799940	187799754	188479986
3	269	188480555	188479987	189193354
3	270	189194011	189193473	189809163
3	271	189809781	189809613	190410768
3	272	190410778	190410778	191003414
3	273	191003429	191003429	191630044
3	274	191630176	191630058	192250214
3	275	192250311	192250277	192889559
3	276	192890667	192889566	193554975
3	277	193556895	193554992	194152634
3	278	194153093	194152673	194719071
3	279	194719238	194719079	195359959
3	280	195361675	195361675	196028057
3	281	196028508	196028494	196644885
3	282	196645071	196644907	197278917
3	283	197279168	197278988	197917378
4	1	10642	10305	699216
4	2	699217	699217	1294347
4	3	1294532	1294368	1941667
4	4	1947324	1941741	2628211
4	5	2628854	2628238	3282459
4	6	3282774	3282528	3831522
4	7	3831654	3831654	4237515
4	8	4237565	4237565	4838561
4	9	4839080	4838604	5359868
4	10	5360226	5359918	5867679
4	11	5867953	5867730	6396426
4	12	6396852	6396530	6973683
4	13	6973832	6973695	7477951
4	14	7478015	7478007	7940652
4	15	7940685	7940679	8466957
4	16	8467375	8466995	8976307
4	17	8976614	8976342	9520728
4	18	9520869	9520807	9924021
4	19	9924319	9924060	10337976
4	20	10338354	10338030	10944735
4	21	10944760	10944738	11533275
4	22	11533423	11533353	12065378
4	23	12066609	12065386	12616303
4	24	12616321	12616321	13212918
4	25	13213209	13212936	13880409
4	26	13880872	13880437	14482681
4	27	14482752	14482714	15122086
4	28	15122177	15122108	15857777
4	29	15858042	15857856	16533808
4	30	16534153	16533888	17209481
4	31	17209501	17209501	17856193
4	32	17856697	17856307	18563690
4	33	18563886	18563702	19252972
4	34	19253157	19253017	19908302
4	35	19908477	19908477	20594421
4	36	20595886	20594435	21205036
4	37	21205146	21205052	21805787
4	38	21806985	21805816	22446033
4	39	22447508	22446215	23098962
4	40	23102008	23099015	23749950
4	41	23750518	23749991	24404056
4	42	24404488	24404265	25062432
4	43	25063548	25062509	25708292
4	44	25708372	25708316	26391684
4	45	26391726	26391702	27143366
4	46	27143741	27143400	27762600
4	47	27763402	27762639	28376793
4	48	28377821	28376942	29020874
4	49	29021001	29020896	29682540
4	50	29682788	29682565	30272837
4	51	30273200	30272971	30911911
4	52	30912194	30911922	31529176
4	53	31529749	31529373	32214303
4	54	32214401	32214357	32774413
4	55	32774844	32774540	33375238
4	56	33375550	33375320	34151301
4	57	34151407	34151407	34833117
4	58	34833326	34833216	35440935
4	59	35441261	35440979	36015848
4	60	36015942	36015860	36675861
4	61	36676069	36675867	37285855
4	62	37287010	37286033	37893994
4	63	37894540	37894038	38532853
4	64	38532882	38532875	39168085
4	65	39168115	39168115	39934450
4	66	39934703	39934484	40588257
4	67	40588402	40588393	41271282
4	68	41272188	41271463	42000574
4	69	42001788	42000646	42680117
4	70	42680126	42680126	43278153
4	71	43278171	43278171	43909762
4	72	43910612	43909774	44606758
4	73	44606841	44606841	45234515
4	74	45235743	45234526	45902315
4	75	45902418	45902381	46623294
4	76	46623573	46623341	47334628
4	77	47335238	47334629	48096605
4	78	48096781	48096649	48939821
4	79	48940261	48939966	53038351
4	80	53038557	53038381	53680696
4	81	53680719	53680719	54429159
4	82	54429329	54429327	55138872
4	83	55139771	55139181	55787022
4	84	55787043	55787043	56427760
4	85	56428064	56427833	57146223
4	86	57146737	57146301	57803639
4	87	57805085	57803640	58403257
4	88	58403421	58403277	58961649
4	89	58961777	58961685	59560398
4	90	59560689	59560410	60180344
4	91	60180526	60180345	60751295
4	92	60751517	60751409	61315234
4	93	61315254	61315254	61936754
4	94	61936872	61936872	62642980
4	95	62644503	62643007	63356465
4	96	63356984	63356501	63906944
4	97	63907087	63906997	64445385
4	98	64445494	64445454	65066324
4	99	65066705	65066341	65659538
4	100	65660061	65659591	66296525
4	101	66296729	66296585	66913562
4	102	66913838	66913671	67548687
4	103	67548982	67548726	68250933
4	104	68250953	68250951	68941210
4	105	68942150	68941440	69611851
4	106	69611980	69611870	70156085
4	107	70156126	70156087	70711609
4	108	70712161	70711720	71322929
4	109	71323312	71322946	71998698
4	110	71999712	71998730	72709881
4	111	72710108	72709894	73333106
4	112	73333387	73333218	73982577
4	113	73982684	73982583	74736433
4	114	74737471	74736713	75544005
4	115	75544207	75544056	76188743
4	116	76188875	76188875	76869657
4	117	76870229	76869798	77525811
4	118	77526074	77525818	78220016
4	119	78220046	78220046	78895950
4	120	78896307	78896046	79558767
4	121	79559174	79558781	80356599
4	122	80356765	80356756	81117899
4	123	81118562	81117903	81843046
4	124	81844526	81843072	82577064
4	125	82578407	82577074	83303748
4	126	83303776	83303776	84027588
4	127	84027688	84027667	84717113
4	128	84717277	84717114	85400937
4	129	85400949	85400949	86180953
4	130	86181091	86181022	86858693
4	131	86858902	86858803	87668622
4	132	87668678	87668677	88408725
4	133	88408977	88408977	89088644
4	134	89089637	89088651	89891266
4	135	89891411	89891411	90566469
4	136	90566912	90566597	91287850
4	137	91288334	91287851	91971798
4	138	91972353	91971815	92636716
4	139	92637671	92636754	93409202
4	140	93410857	93409277	94167102
4	141	94167507	94167241	94895685
4	142	94895848	94895699	95611748
4	143	95611847	95611759	96307245
4	144	96307265	96307265	96920289
4	145	96920491	96920318	97680655
4	146	97680928	97680752	98355561
4	147	98357226	98355574	99100424
4	148	99101051	99100433	99866014
4	149	99866065	99866065	100623076
4	150	100623478	100623083	101397814
4	151	101397844	101397844	102111233
4	152	102113024	102111533	102782747
4	153	102782908	102782908	103521780
4	154	103524331	103521895	104280133
4	155	104280272	104280222	104938809
4	156	104939208	104938930	105714555
4	157	105714843	105714597	106471855
4	158	106472052	106471872	107263868
4	159	107264000	107263869	108061655
4	160	108062093	108061712	108811958
4	161	108812149	108812035	109571048
4	162	109572790	109571122	110282034
4	163	110282079	110282079	110971678
4	164	110971890	110971890	111665916
4	165	111665917	111665917	112409618
4	166	112409820	112409625	113216863
4	167	113218485	113216873	113991921
4	168	113992611	113992032	114714749
4	169	114715600	114714809	115383814
4	170	115384069	115383871	116061446
4	171	116063441	116061505	116724164
4	172	116724256	116724256	117387863
4	173	117387944	117387911	118068499
4	174	118068765	118068511	118745384
4	175	118746231	118745389	119601557
4	176	119603805	119601572	120305911
4	177	120305966	120305921	121027825
4	178	121029013	121028159	121715306
4	179	121715669	121715382	122372961
4	180	122373260	122373078	123089343
4	181	123090668	123089369	123845161
4	182	123845269	123845166	124545185
4	183	124545415	124545307	125265899
4	184	125266508	125265991	125962237
4	185	125963092	125962243	126669801
4	186	126669807	126669807	127342628
4	187	127342701	127342701	128078607
4	188	128079327	128078792	128917656
4	189	128919696	128917709	129709912
4	190	129710408	129709914	130396729
4	191	130397229	130396765	131065324
4	192	131065903	131065383	131714295
4	193	131714357	131714357	132439664
4	194	132440258	132439700	133213321
4	195	133213811	133213559	133888822
4	196	133890267	133888850	134603504
4	197	134603887	134603554	135356784
4	198	135357466	135356808	136000628
4	199	136000796	136000663	136671053
4	200	136671549	136671211	137366257
4	201	137366989	137366270	138012470
4	202	138012939	138012536	138658830
4	203	138659375	138658909	139368863
4	204	139368917	139368912	140073084
4	205	140074039	140073309	140837638
4	206	140838611	140837678	141618238
4	207	141618830	141618830	142335540
4	208	142335556	142335556	143035819
4	209	143035965	143035955	143753177
4	210	143756015	143753227	144518334
4	211	144518524	144518352	145108824
4	212	145108977	145108977	145899524
4	213	145900423	145899530	146674087
4	214	146674164	146674154	147402877
4	215	147403735	147403206	148193485
4	216	148193557	148193507	148931166
4	217	148932843	148931261	149673625
4	218	149674747	149673722	150474716
4	219	150475398	150474727	151239341
4	220	151239774	151239351	152119060
4	221	152119465	152119159	152877860
4	222	152878150	152877864	153654166
4	223	153654422	153654249	154355200
4	224	154355247	154355238	155032238
4	225	155032262	155032262	155772530
4	226	155772543	155772543	156439158
4	227	156439190	156439190	157069531
4	228	157069694	157069542	157735653
4	229	157736377	157735668	158460278
4	230	158460487	158460396	159213825
4	231	159214003	159214003	159999906
4	232	160000087	160000040	160670251
4	233	160670327	160670327	161339826
4	234	161340151	161339978	161977753
4	235	161978075	161977769	162586674
4	236	162586987	162586676	163240590
4	237	163241018	163240598	163847189
4	238	163848108	163847319	164535330
4	239	164536352	164535456	165181881
4	240	165181905	165181905	165813786
4	241	165814359	165813933	166493092
4	242	166493147	166493147	167123642
4	243	167123971	167123672	167763369
4	244	167764092	167763371	168491980
4	245	168492137	168492025	169195827
4	246	169195901	169195901	169894847
4	247	169895049	169894923	170663811
4	248	170664245	170663905	171325481
4	249	171325547	171325520	171974754
4	250	171977372	171974816	172636135
4	251	172636232	172636146	173306391
4	252	173307071	173306397	174028179
4	253	174029198	174028246	174750248
4	254	174750895	174750289	175442769
4	255	175442822	175442800	176093926
4	256	176093953	176093953	176775459
4	257	176777962	176775506	177421783
4	258	177421802	177421802	178085314
4	259	178085315	178085315	178751973
4	260	178752080	178752007	179379615
4	261	179379674	179379667	179927242
4	262	179927319	179927319	180518431
4	263	180518801	180518488	181130927
4	264	181131553	181131102	181766477
4	265	181767619	181766723	182364986
4	266	182365453	182365097	182958839
4	267	182958954	182958954	183602613
4	268	183603689	183602763	184268475
4	269	184268508	184268486	184850377
4	270	184850894	184850512	185477448
4	271	185477454	185477454	186053718
4	272	186053875	186053722	186690489
4	273	186690954	186690494	187275487
4	274	187275580	187275549	187865693
4	275	187865701	187865701	188519698
4	276	188520113	188519733	189122743
4	277	189122808	189122808	189649215
4	278	189649448	189649274	190219144
4	279	190219218	190219218	190895146
4	280	190895386	190895289	191043877
5	1	11882	11882	607797
5	2	608706	607842	1210735
5	3	1210789	1210789	1768846
5	4	1769019	1768914	2324958
5	5	2324998	2324998	2862574
5	6	2862745	2862745	3392854
5	7	3393410	3393070	3963490
5	8	3963517	3963517	4572508
5	9	4574261	4572554	5189950
5	10	5189978	5189978	5766514
5	11	5768140	5766591	6354038
5	12	6354089	6354042	6966673
5	13	6966872	6966674	7666102
5	14	7666106	7666106	8272780
5	15	8272957	8272813	8881422
5	16	8882322	8881460	9510429
5	17	9510622	9510481	10137589
5	18	10138079	10137709	10803647
5	19	10803899	10803666	11443297
5	20	11443517	11443517	12109500
5	21	12109995	12109528	12803795
5	22	12804468	12803971	13402652
5	23	13402743	13402675	14034902
5	24	14035072	14035008	14707405
5	25	14707406	14707406	15387025
5	26	15394848	15387064	16113428
5	27	16115055	16113445	16790240
5	28	16790483	16790262	17409979
5	29	17409998	17409982	18170219
5	30	18170381	18170258	18811319
5	31	18811711	18811347	19501600
5	32	19501970	19501662	20209830
5	33	20209913	20209913	20957737
5	34	20957939	20957868	21772052
5	35	21775838	21772127	22497800
5	36	22499010	22497833	23162630
5	37	23163162	23162666	23783883
5	38	23784091	23783969	24453884
5	39	24455320	24453961	25140924
5	40	25141631	25140927	25836681
5	41	25836777	25836708	26426166
5	42	26426602	26426174	27072969
5	43	27073996	27072974	27745482
5	44	27746177	27745573	28403151
5	45	28404685	28403157	29130325
5	46	29132313	29130673	29721175
5	47	29722914	29721203	30311134
5	48	30311498	30311154	30988335
5	49	30988591	30988362	31670227
5	50	31670235	31670235	32313164
5	51	32313794	32313187	32982510
5	52	32982661	32982653	33633692
5	53	33633772	33633772	34435454
5	54	34437285	34435469	35064458
5	55	35067160	35064460	35760463
5	56	35760810	35760518	36441459
5	57	36442398	36441568	37225724
5	58	37226237	37225725	37972972
5	59	37973213	37973005	38615775
5	60	38616112	38615937	39295347
5	61	39296310	39295481	39951602
5	62	39951952	39951629	40586505
5	63	40586998	40586674	41255460
5	64	41255902	41255556	41944482
5	65	41944784	41944515	42629682
5	66	42631264	42629810	43290115
5	67	43290700	43290130	43979925
5	68	43980946	43979934	44680853
5	69	44681267	44680936	45447491
5	70	45449710	45447519	46043245
5	71	46043469	46043264	49499505
5	72	49499802	49499601	50123700
5	73	50124563	50123727	50861599
5	74	50863286	50861600	51539803
5	75	51540013	51539845	52214803
5	76	52214848	52214836	52901064
5	77	52901278	52901098	53618610
5	78	53618738	53618612	54265411
5	79	54265532	54265472	54984239
5	80	54984262	54984262	55681583
5	81	55681876	55681584	56371057
5	82	56371406	56371118	57105367
5	83	57105429	57105429	57765899
5	84	57765914	57765914	58476287
5	85	58477082	58476313	59228069
5	86	59228192	59228192	60046696
5	87	60046832	60046832	60900973
5	88	60901323	60900974	61652750
5	89	61652985	61652762	62372767
5	90	62372947	62372788	63054298
5	91	63054943	63054304	63831557
5	92	63831795	63831690	64619287
5	93	64620163	64619310	65376306
5	94	65377526	65376486	66064376
5	95	66065646	66064723	66761346
5	96	66761594	66761389	67448216
5	97	67448772	67448219	68179150
5	98	68179333	68179327	70787542
5	99	70787586	70787586	71476731
5	100	71476905	71476779	72278300
5	101	72278653	72278550	73011567
5	102	73012591	73011694	73647303
5	103	73647948	73647324	74353104
5	104	74353535	74353165	75097213
5	105	75097385	75097334	75728715
5	106	75728752	75728749	76413394
5	107	76413442	76413442	77147525
5	108	77147530	77147530	77860626
5	109	77861824	77860708	78584637
5	110	78586493	78584673	79311042
5	111	79311405	79311203	79976773
5	112	79977504	79976816	80707597
5	113	80707689	80707651	81551436
5	114	81551477	81551477	82255430
5	115	82255665	82255566	82967323
5	116	82968045	82967413	83741199
5	117	83743152	83741213	84424624
5	118	84424762	84424752	85094766
5	119	85095303	85094841	85781928
5	120	85782081	85781992	86502908
5	121	86503644	86502946	87375007
5	122	87375385	87375114	88288885
5	123	88289192	88288898	89135655
5	124	89139126	89135691	89977426
5	125	89977598	89977515	90743148
5	126	90743325	90743175	91531371
5	127	91532781	91531424	92400132
5	128	92400628	92400174	93349462
5	129	93349963	93349760	94242017
5	130	94243258	94242055	94996283
5	131	94996668	94996291	95774005
5	132	95774809	95774013	96431574
5	133	96431672	96431648	97089176
5	134	97089247	97089197	97723625
5	135	97724641	97723674	98453281
5	136	98453567	98453313	99168609
5	137	99168906	99168615	99848163
5	138	99848198	99848198	100591279
5	139	100591845	100591283	101248091
5	140	101248162	101248092	101920902
5	141	101920917	101920913	102663326
5	142	102664996	102663342	103348941
5	143	103350609	103349041	104022090
5	144	104022239	104022152	104676767
5	145	104677508	104676962	105397657
5	146	105397669	105397659	106110858
5	147	106111170	106111049	106759067
5	148	106759114	106759082	107429412
5	149	107429510	107429496	108054700
5	150	108054728	108054728	108708067
5	151	108709263	108708131	109354504
5	152	109355081	109354556	109929683
5	153	109929765	109929715	110545779
5	154	110546014	110545886	111222686
5	155	111222696	111222696	111838761
5	156	111838912	111838850	112404858
5	157	112405335	112404962	113001851
5	158	113002058	113002008	113609693
5	159	113609699	113609699	114203619
5	160	114203627	114203627	114808389
5	161	114808543	114808543	115399354
5	162	115399570	115399388	115927945
5	163	115928183	115927965	116494502
5	164	116495057	116494612	117102089
5	165	117104117	117102107	117668235
5	166	117669066	117668252	118219084
5	167	118220623	118219134	118866764
5	168	118867173	118866911	119475117
5	169	119475314	119475155	120092394
5	170	120092712	120092685	120691130
5	171	120691358	120691206	121272323
5	172	121272374	121272354	121965417
5	173	121965558	121965446	122678555
5	174	122678691	122678561	123354548
5	175	123354716	123354686	123994807
5	176	123994847	123994847	124626668
5	177	124627209	124627200	125263955
5	178	125264029	125263956	125875324
5	179	125876629	125875387	126569397
5	180	126569889	126569464	127265844
5	181	127265899	127265899	128039658
5	182	128039687	128039687	128691593
5	183	128691698	128691697	129404290
5	184	129407230	129404354	130141950
5	185	130143319	130142225	130915651
5	186	130917261	130915705	131685598
5	187	131686040	131685617	132456260
5	188	132457483	132456263	133143713
5	189	133144013	133143788	133923015
5	190	133923910	133923058	134735883
5	191	134739760	134735994	135389707
5	192	135391326	135389787	136125624
5	193	136126619	136125707	136870666
5	194	136870834	136870695	137770529
5	195	137770557	137770557	138656696
5	196	138656848	138656733	139633516
5	197	139635747	139633816	140453970
5	198	140454501	140453984	141179438
5	199	141179562	141179562	141883461
5	200	141884181	141883659	142571547
5	201	142571720	142571622	143278674
5	202	143279433	143278815	143963308
5	203	143963692	143963380	144637259
5	204	144637271	144637271	145310375
5	205	145310546	145310470	146021969
5	206	146023490	146022000	146695731
5	207	146696307	146695781	147391107
5	208	147391323	147391114	148095991
5	209	148096448	148096019	148783634
5	210	148783690	148783684	149480299
5	211	149480689	149480473	150160317
5	212	150160505	150160409	150808945
5	213	150809089	150808963	151489896
5	214	151490010	151490010	152188934
5	215	152189163	152189007	152922721
5	216	152923060	152922800	153647859
5	217	153648334	153647877	154389428
5	218	154389514	154389432	155065324
5	219	155065381	155065381	155796146
5	220	155796753	155796156	156473695
5	221	156473904	156473713	157144523
5	222	157144979	157144530	157803588
5	223	157803630	157803630	158543375
5	224	158543552	158543442	159259664
5	225	159260144	159259703	159961054
5	226	159962192	159961114	160585643
5	227	160585904	160585720	161274216
5	228	161274224	161274219	161974151
5	229	161974448	161974171	162671940
5	230	162672017	162672017	163356966
5	231	163357007	163356974	164091270
5	232	164094484	164091397	164809962
5	233	164812521	164809990	165474060
5	234	165475256	165474066	166169867
5	235	166169972	166169871	166900755
5	236	166901160	166900802	167618811
5	237	167618989	167618828	168297019
5	238	168297191	168297033	168943497
5	239	168944221	168943590	169601274
5	240	169601379	169601289	170255139
5	241	170255454	170255174	170981158
5	242	170981174	170981162	171671038
5	243	171671118	171671118	172326422
5	244	172326437	172326437	173020307
5	245	173020798	173020324	173668893
5	246	173668975	173668945	174305202
5	247	174305284	174305284	174932086
5	248	174932209	174932128	175848292
5	249	175849989	175848651	176540744
5	250	176541370	176540905	177507398
5	251	177507767	177507582	178116634
5	252	178117363	178116840	178677504
5	253	178678417	178677589	179327114
5	254	179327513	179327116	179970355
5	255	179970527	179970527	180608434
5	256	180609034	180608495	180876501
6	1	147596	117168	822917
6	2	823092	823092	1424278
6	3	1424362	1424291	2074671
6	4	2075935	2074681	2730820
6	5	2730973	2730919	3289524
6	6	3289757	3289525	3876745
6	7	3877680	3876933	4509844
6	8	4510542	4509883	5108512
6	9	5108734	5108639	5712175
6	10	5712915	5712261	6351423
6	11	6351458	6351458	6941330
6	12	6941380	6941335	7562498
6	13	7563232	7562523	8214304
6	14	8215433	8214473	8863512
6	15	8863665	8863535	9538140
6	16	9538224	9538224	10217342
6	17	10217789	10217383	10823762
6	18	10823914	10823779	11479979
6	19	11480089	11480089	12128877
6	20	12129047	12129047	12807756
6	21	12807829	12807813	13467838
6	22	13467948	13467868	14108708
6	23	14108862	14108720	14811096
6	24	14813486	14811114	15503138
6	25	15503220	15503165	16168571
6	26	16169526	16168685	16846308
6	27	16846419	16846359	17555962
6	28	17555977	17555977	18208832
6	29	18208936	18208936	18877342
6	30	18877382	18877382	19545840
6	31	19545960	19545867	20209792
6	32	20210374	20209812	20861860
6	33	20862611	20861932	21596800
6	34	21597753	21596987	22258860
6	35	22258968	22258968	22938126
6	36	22938931	22938195	23574318
6	37	23574913	23574330	24066411
6	38	24066519	24066481	24679843
6	39	24679994	24679928	25320122
6	40	25320920	25320151	26008344
6	41	26008487	26008391	26739725
6	42	26739732	26739732	27598219
6	43	27600606	27598234	28412169
6	44	28412326	28412171	29136244
6	45	29136308	29136308	29754612
6	47	30085916	30084945	30731931
6	48	30732054	30732054	31226769
6	50	31487144	31487105	32293671
6	53	32742571	32742571	33206592
6	54	33208748	33206625	33866869
6	55	33866907	33866907	34490257
6	56	34495461	34490278	35243607
6	57	35243670	35243670	35964763
6	58	35964888	35964888	36663816
6	59	36664152	36663881	37310377
6	60	37311852	37310449	38005925
6	61	38006988	38005931	38722745
6	62	38722958	38722826	39326860
6	63	39326929	39326929	40005337
6	64	40007522	40005369	40607808
6	65	40608156	40607906	41257756
6	66	41258031	41257794	41957787
6	67	41958246	41957947	42642807
6	68	42642923	42642903	43413324
6	69	43414216	43413410	44112074
6	70	44112394	44112075	44780978
6	71	44781313	44780992	45517964
6	72	45518202	45518033	46157063
6	73	46158053	46157077	46871750
6	74	46871915	46871754	47524125
6	75	47524178	47524178	48172597
6	76	48172895	48172645	48828564
6	77	48829818	48828616	49484918
6	78	49485266	49485047	50176471
6	79	50176714	50176504	50913724
6	80	50914343	50913736	51642703
6	81	51642708	51642708	52333188
6	82	52333667	52333209	52992564
6	83	52992687	52992687	53645566
6	84	53646210	53645730	54320606
6	85	54320727	54320727	54972350
6	86	54972456	54972443	55601949
6	87	55602031	55602015	56289810
6	88	56290054	56289811	57117451
6	89	57117624	57117478	57978654
6	90	57978914	57978682	58764508
6	91	58764531	58764531	62386994
6	92	62387019	62387019	63089924
6	93	63089959	63089959	63716212
6	94	63716516	63716251	64421113
6	95	64424525	64421268	65111550
6	96	65111819	65111564	65749852
6	97	65749888	65749888	66390863
6	98	66391281	66390934	67002598
6	99	67002868	67002615	67558449
6	100	67558501	67558481	68138590
6	101	68140783	68138635	68782702
6	102	68782813	68782806	69447577
6	103	69447766	69447598	70147041
6	104	70147191	70147111	70842905
6	105	70844049	70843045	71555953
6	106	71556032	71556003	72234346
6	107	72234730	72234349	72918774
6	108	72919181	72918784	73686495
6	109	73686892	73686863	74406249
6	110	74406852	74406297	75040854
6	111	75041620	75041164	75700765
6	112	75701667	75701026	76458426
6	113	76459506	76458482	77095616
6	114	77095926	77095626	77708266
6	115	77709054	77708294	78392819
6	116	78393124	78393007	79042817
6	117	79042990	79042890	79627650
6	118	79627743	79627680	80343453
6	119	80343537	80343512	81009518
6	120	81009736	81009526	81594914
6	121	81595025	81594923	82187792
6	122	82188488	82187827	82905667
6	123	82907090	82905743	83642424
6	124	83642848	83642431	84417629
6	125	84418548	84417638	85152354
6	126	85152693	85152391	85828818
6	127	85829138	85828879	86531175
6	128	86531754	86531185	87093556
6	129	87093840	87093622	87673471
6	130	87673893	87673563	88363811
6	131	88365071	88364237	89053046
6	132	89053621	89053090	89755592
6	133	89755630	89755612	90512760
6	134	90512776	90512761	91264261
6	135	91264271	91264271	91977302
6	136	91977655	91977325	92629355
6	137	92629751	92629423	93311617
6	138	93313869	93311622	93940619
6	139	93940859	93940668	94656323
6	140	94656861	94656360	95269508
6	141	95269691	95269526	96102789
6	142	96102909	96102833	96803493
6	143	96803982	96803935	97544329
6	144	97545509	97544361	98403284
6	145	98403406	98403406	99267562
6	146	99267877	99267663	100031898
6	147	100031957	100031957	100777403
6	148	100777774	100777417	101517251
6	149	101517907	101517286	102218335
6	150	102218731	102218336	102882320
6	151	102883534	102882327	103588558
6	152	103589330	103588719	104233406
6	153	104234514	104233466	104915955
6	154	104916184	104916076	105703081
6	155	105703181	105703130	106410821
6	156	106410893	106410893	107107617
6	157	107108102	107107839	107821940
6	158	107822319	107821943	108551161
6	159	108552209	108551353	109365489
6	160	109365911	109365664	110096539
6	161	110096896	110096541	110791771
6	162	110792264	110791801	111562119
6	163	111562957	111562168	112357325
6	164	112357363	112357334	113091486
6	165	113091543	113091543	113792836
6	166	113793250	113792948	114553432
6	167	114553493	114553493	115314026
6	168	115314265	115314191	115969562
6	169	115970311	115969706	116730085
6	170	116730610	116730086	117502678
6	171	117502777	117502709	118236268
6	172	118237088	118236575	118987158
6	173	118987559	118987173	119682891
6	174	119683638	119683010	120402371
6	175	120402877	120402384	121067798
6	176	121068183	121067817	121771620
6	177	121771621	121771621	122496988
6	178	122498504	122497279	123235054
6	179	123235204	123235204	123913994
6	180	123914796	123914016	124603694
6	181	124603832	124603709	125316275
6	182	125317093	125316360	126025718
6	183	126025819	126025737	126921520
6	184	126922214	126921579	127767939
6	185	127768472	127767954	128523353
6	186	128525801	128523443	129236164
6	187	129238321	129236176	129957953
6	188	129959097	129957954	130622808
6	189	130622868	130622840	131293229
6	190	131293308	131293308	131979422
6	191	131979652	131979427	132690831
6	192	132691495	132690991	133292604
6	193	133292622	133292622	133996722
6	194	133996822	133996760	134724820
6	195	134724879	134724879	135437038
6	196	135437106	135437106	136162105
6	197	136163201	136162324	136943614
6	198	136950893	136943652	137653054
6	199	137653249	137653121	138300060
6	200	138300092	138300080	138924698
6	201	138926489	138924740	139607084
6	202	139607136	139607136	140311080
6	203	140311241	140311133	141171023
6	204	141171423	141171066	141906110
6	205	141906170	141906148	142627457
6	206	142627499	142627483	143348206
6	207	143348832	143348211	144042478
6	208	144042774	144042517	144762923
6	209	144764722	144762942	145450893
6	210	145451226	145450950	146181283
6	211	146182092	146181376	146956426
6	212	146957941	146956483	147687655
6	213	147688765	147687739	148340238
6	214	148340422	148340362	148992999
6	215	148993008	148993008	149644078
6	216	149644698	149644339	150341938
6	217	150341990	150341942	150936716
6	218	150936748	150936731	151551885
6	219	151552041	151552037	152231681
6	220	152234593	152231723	152884399
6	221	152884728	152884635	153579133
6	222	153579206	153579206	154198856
6	223	154199581	154198891	154858550
6	224	154859328	154858619	155529799
6	225	155530027	155529800	156192695
6	226	156193016	156192699	156845338
6	227	156846256	156845427	157552454
6	228	157553602	157552585	158332340
6	229	158332504	158332447	158992323
6	230	158992408	158992337	159633668
6	231	159634142	159633695	160247875
6	232	160248090	160247896	160893258
6	233	160894006	160893263	161555151
6	234	161555226	161555170	162162251
6	235	162162433	162162394	162756882
6	236	162757005	162756937	163423475
6	237	163423583	163423583	164075611
6	238	164075811	164075663	164689154
6	239	164689336	164689195	165344464
6	240	165344560	165344560	165964539
6	241	165965479	165964777	166586247
6	242	166586586	166586296	167166247
6	243	167166933	167166369	167752826
6	244	167753089	167752907	168443990
6	245	168444739	168444005	168996230
6	246	168996242	168996242	169547069
6	247	169548004	169547322	170154748
6	248	170155331	170154864	170791858
6	249	170792767	170791964	171051275
7	1	24220	16712	564581
7	2	564888	564671	1075906
7	3	1076010	1075929	1599289
7	4	1599743	1599743	2150804
7	5	2151178	2150956	2720944
7	6	2722102	2720968	3188462
7	7	3188513	3188483	3639175
7	8	3639484	3639281	4079047
7	9	4079099	4079099	4533942
7	10	4534180	4533943	5064495
7	11	5064542	5064532	5598473
7	12	5599043	5598502	6210656
7	13	6211340	6210687	6873435
7	14	6874273	6873583	7307528
7	15	7307688	7307592	7854955
7	16	7855379	7855033	8426473
7	17	8426538	8426537	8931970
7	18	8932503	8932011	9422444
7	19	9423040	9422502	9973781
7	20	9973837	9973802	10516968
7	21	10517399	10517030	11125726
7	22	11126059	11125746	11694857
7	23	11694898	11694898	12234451
7	24	12234669	12234504	12758420
7	25	12758472	12758472	13280614
7	26	13280769	13280657	13840763
7	27	13840989	13840771	14411827
7	28	14412269	14411844	15000967
7	29	15001016	15001016	15531944
7	30	15531983	15531955	16123033
7	31	16123944	16123216	16739872
7	32	16740101	16739905	17332557
7	33	17332989	17332661	17906285
